,0
4128,크네요 잘 받았어요 세일해서 엄마 거까지 구입했는데 약산성에 용량도 크고 만족해요 잘 쓸게요  쑥 성분 좋아하는데 팩으로도 써야겠어요
4129,이번에 처음 사보는 건데 용량도 많고 향기도 좋고 저렴하게 잘 산 것 같아요 잘 쓰겠습니다
4130,용량의 많아서 막 쓰고 있는데 이것 때문인지 뭔 때문인지는 모르겠으나 얼굴 피부 다시 회춘을 하고 있습니다 때아닌 사춘기가 다시 온 듯요 일단 원인을 모르니 그냥 쓰고 있습니다 샀으니 안 쓰기도 그렇고 버리기엔
4131,좋습니다 쓰고 나서도 촉촉함이 남아서 좋은 거 같습니다 화장솜에 적셔서 볼에 올려놓고 팩처럼 사용해봤는데 진정도 되는 것 같고 지금까지는 만족하고 있습니다
4132,괜찮네요 괜찮네요 가격과 용량이 맘에 들어 구매했어요 배송 빠릅니다 향은 쑥 스킨처럼 조금은 강한 편입니다 각질제거 기능이 있어서 피부 자극은 있는 편이에요
4133,따갑네요 요즘 피부가 말이 아니라서 시켰봤는데 저한텐 따가워요 
4134,항상 사용하고 촉촉하고 너무 좋은 스킨이에요 너무 좋아요
4135,쿄쿄쿄 우선 가격이 매우 저렴하고요 펑펑 쓸 만큼 많아요  생각보다 쑥 향이 별로 안 나더라고요 추천합니다
4136,스멜 좋아요 스멜 자극적이지 않고 구성비 갑일 뜻 많이 파세요 아직 사용 전이지만 벌써부터 기대되는데 에센스도 있나요
4137,아주 좋아요 만족합니다 너무 좋아요 듬뿍듬뿍 사용해도 좋고 미스트처럼 덜어서 뿌려주니까 진정 효과가 좋은 거 같아요 재구매 의사 있습니다 너무조하용감사합니다
4138,맘에 들어요 가격도 저렴하고 양도 엄청 많아서 좋아요 스킨 듬뿍듬뿍 써도 한참 쓸 거 같아요 폼클렌징까지 사은품으로 와서 정말 좋아요
4139,용량도 크고 향기도 썩 좋네요 만족합니다
4140,양도 많고 좋은 거 같아요 잘 쓸게요
4141,두 번째 구매 저 사고 괜찮아서 예비 시어머니 사드렸어요 어머니가 닦도를 아셔서 알아봐달라고 하셔서 이거 바로 주문해드렸어요 왜 이렇게 많냐고 좋아하셨어요
4142,양이 정말 많네 요가 성비 최고예요
4143,항상 잘 쓰고 있는 제품입니다 몇 병 째 쓰고 있는 건지 모르겠는데 잘 쓰고 있고 배송도 빠릅니다
4144,수분촉촉 용량과 성분에 대만족 피부에 바르면서 대만족 하루하루 변해가는 피부를 발견하면서 세안 후에 제 얼굴에 만족하고 있어요 푸석하고 갈라지던 피부에 수분을 듬뿍  구매하기를 잘 했어요
4145,좋은 것 같아요 일주일에 세 번 정도 하고 있는데 화장 잔여물도 묻어 나오고 하드라고요  모공이 깨끗해지는 느낌도 들고 하네요
4146,짱짱 용량도 크고 가격도 저렴한데 샘플로 폼클렌징까지 배송 온 거 보고 가격을 잘못 알았나 했습니다  토너도 정말 순하고 짱짱입니다
4147,닦토 닦아내는 토너로 좋아요 짐승 용량 토너 카에 폼 클렌저까지 받아서 정말 저렴하게 잘 샀고요 매일 써보고 효과 있었으면 좋겠습니다
4148,좋아요 첨 구매했어  사용해봅니다 전 세수하고 닦는 옹으로 많이 쓰기 때문에 일대일 수량에 득템  잘 쓸게요
4149,산뜻하고 냄새도 좋고 이거 바른 이후로 얼굴에 각질이 안 생기더라고요 게다가 용량도 엄청 많고 짱짱
4150, 아직 사용 전이예요 약쑥에 진정 토너라니 민감 피부도 괜찮지 않을까 싶어 구매했어요 구성비는 좋네요
4151,좋아요  짐승 용량이라서 부담 없이 사용 중이에요 각질 정돈도 되고 피지 조절에도 도움이 되는 것 같네요
4152,웬걸 은근 괜찮네요  대용량이라서 많이 많이챱챱하는데도 줄어들지 않는 기분이 멀까요 냄새도 괜찮고  전 만족합니다 
4153,저렴하게 구입 잘했어요 아직 써보진 않았지만 쑥 제품에 트러블은 안 생기니까 좋으면 또 구매할게요
4154,가격 대비 완전 대박 아하 박하 성분 제품 써보고 싶었는데 가격대가 늘 비싸서 이렇게 토너로 써 보네요 핸드크림 배송료 때문에 못 샀었는데 같이 구매하고 필요하던 선크림까지 주시니
4155,짐승 용량이라서 부담 없이 팍팍 사용 중이에요 각질 정돈도  잘되고 피지 조절하는데도 좋네요
4156,아직 써보지는 않았지만 좋을 것 같습니다 저렴한 가격에 잘 산 것 같네요 명절인데도 택배를 빨리 받아서 좋았어요
4157,토너 닦토로쓰려고 샀는데  용량도 대용량에 클렌징 폼까지 너무 좋은 구성이에요 가격 도착하고 배송도 빨랐어요
4158,잘 받았습니다 배송은 일 정도 걸린 것 같았고 상품은 만족합니다 닦아내는 토너로 사용하려고 구매했는데 사용해보니 순하고 기능에 충실합니다 많이 파세요
4159,좋아요  배송도 빠르고 향도 좋네요 좀 시큼한 레몬향 같은 느낌 쑥 느낌은 많이 없고요 그래도 대용량이라 만족
4160,저렴한 가격에 팍팍 쓰기 좋고 닦아내는 용으로 아주 순하고 좋아요
4161,조금 촌스러운 디자인 옛날 엄마가 쓰던 디자인에 용기가 좀 맘에 안 들지만 양은 많아요 그냥 닦아내는 용도로 쓰고 있어요
4162,화장솜에 스킨 묻 때 조금 불편한 거 같네요 제품은 만족합니다
4163,좋아요 배송이 조금 느렸어요 그래도 이 정도 대용량을 싼 가격에 잘 산 거 같아 좋아요  엄마랑 피부관리하려 싼 거 찾다가 마침 세일하기에 샀는데 좋은 거 같아요
4164,괜찮아 용으로 아주 저렴하게 잘 사서 쓰고 있습니다 트러블도 안 생기고 쏘 쏘 하니 괜찮네요
4165,토너 냄새가 참 좋아요 원쁠원이라 오래 쓸 수 있을 것 같네요
4166,좋아요 너무 좋아요  강추   좋아요 잘 사용해요 향이 좋아요 엄마께 선물 
4167,구성비 최고예요 썬 마스크도 끼워주시고 감사합니다 
4168,댓글 믿고 사면 후회 안 해요 항상 구매할 때  댓글 보고 최종 결정하는데  이 제품 역시 댓글 신뢰가 가네요 가격 양 향  모두 대만족이네요
4169,좋아요 원 플러스 원에 용량도 많아 팍팍 덜어 쓰기 너무 좋아요 콧물 스킨보다는 닭아 쓰는 토너를 더 산호 하면 편이라 좋아요
4170,친구랑 친구랑 나눠쓰려고 샀어 요구 내 평도 좋고 구성비도 좋아서 구매했습니다 부담 없이 팍팍 쓰기에 좋은 거 같아요
4171,향기도 좋고 용량도 많아서 같이 쓰고 있어요
4172,약쑥 냄새가 살짝 나는 것이 상쾌하고 좋아요
4173,배송도 빠르고 가격도 너무 저렴하고 좋아요
4174,좋아요 토너를 많이 쓰는데 저렴하면서 좋은 토너 산거 같아요 향도 약하고 괜찮고 순해요 계속 써볼게요
4175,양도 엄청 많고 향도 좋아요 선블록도 증정 받아서 진짜 저렴하게 잘 산 것 같아요
4176,적당히 산뜻하면서 촉촉해서 너무 만족스러워요 향도 완전 취자 같이 온 선크림은 특이하게 초록색이에욯바르고 금방 흡수돼서 끈적이지 않고 좋아요
4177,용량의 많아서 좋아요 용량의 많아서 팍팍 써서 좋네요 연휴 껴서 배송 안 올 줄 알았는데 와서 잘 쓰고 있어요 닦토로 써도 붉어지거나 하는 건 없어요
4178,대용량 좋아요 받고 나서 매일 쓰고 있습니다 너무 좋아요 깨끗해지는 느낌이고 닦아내면 상쾌한 느낌까지 듭니다 통이라 원 없이 씁니다
4179,추천 가격 대비 용량이랑 폼 클까 크지 줘서 구매해보았는데요 제가 토너 많이 쓰는 편이라 용량이 맘에 듭니다 다만 명절 끼고 주문했는데 연휴 끝나고도 일주일이나 뒤에 왔네요 택배는 좀 아쉬웠지만 제품은 만족
4180,은은한 향이 나며 용량이 크아 듬뿍듬뿍 바를 수 있어  부담 없습니다
4181,대용량 맘에 드는 것 손에 묻혀서 시도 때도 업이 화장 지울 때도 쓰고 스킨으로도 쓰고 막 쓰는 종 매끈매끈
4182,대용량이라서 맘에 들고 피부 예민한테 아무 탈 없이 잘 쓰고 있어요 손으로 닦는 용도로 쓰고 있는데 대용량이라서 무겁고 양 조절이 좀 드네요
4183,팩으로도 좋아요  세안하고 화장솜에 묻혀서 팩으로도 좋아요 원래 그냥 피부결정리할려고샀는데  가격도 싸서 너무 강추합니다
4184,토너를 많이 쓰는 편 토너를 많이 사용하는 편이라 구매했는데 저렴한 가격으로 구매한 거 같아 좋습니다 좋으면 나중에 또 구매할 예정입니다
4185,향도 상큼하니 좋고 생각보다 촉촉해서 수분 공급에도 좋아요 저는 닦토로 번씩 써요 트러블 올라온 것들도 잘 가라앉는 거 보면 진정 효과도 좋은 거 같아요
4186,닦토로 쓰고 있는데 쓰고 나서도 촉촉하고 좋은 거 같습니다
4187,좋아요 완전 두 번 사세요 용량도 많아서 아깝지도 않아요
4188,진정 효과 좋음 잔여 노폐물 제거에도 좋음 스킨도 가능
4189, 싸게 잘 산 것 같아요 배송도 빠르고 느낌은 좋네요 꾸준히 서봐야겠지만  만족합니다
4190,양이 많아 좋아요 양이 많아서 축축이 화장솜에 적셔 쓰기 져야요 저렴하게 미리를 구매해서 좋아 요다음에 또 살게요
4191,좋아요 일단 저렴한 가격에 대용량라 맘에 들고요 사은품으로 주시는 폼클렌징이 작을 줄 알았는데 되게 커서 놀랐어요 향도 쑥 향 나고 케이스도 깔끔해서 좋아요
4192,저번에 사려고 장바구니 담아놨다가 끝나서 안 샀는데 이번엔 폼클렌징도 증정이네요 굿굿 팍팍 쓰고 다시 사러 올게요
4193,잘 받았습니다 쇼핑 윈도 에바스 코스메틱 자연약숙 진정 토너 밀리 더하기 밀리 선택 자연이야 국 진정 토너 프레쥬 폼클렌징
4194,천연 냄새가 아니고 좀 냄새가 마이 화학적이며 보습 진정이 좀 부족한 듯
4195, 택배 받아보니 엄청 크네요 큰 거 한통 몇 달 쓸 거 같은데 두 통이나 있으니 당분간 토너는 안 사도 될 듯
4196,닥 닦아내는 토너로 용량도 많고 트러블도 없이 부담 없어서 아주 좋아요 신랑이랑 같이 사용하니 팍팍 줄어요
4197,배송도 빠르고 용량도 커요 쑥은 이미 좋은 거 아시겠죠 
4198,맘에 들어요 진짜 완전 맘에 들어요 이거 하고 제가 원래 쓰던 젶 들쓰니까 훨씬 잘 먹고 피부 좋아졌단 소리 들었어요 
4199,정말 순해요 제가 초에 민 피부인데 이건 너무 순해서 발라도 뭐가 안 나네요 냉장고에 넣어서 화장솜에 묻혀서 세수 후 바로  붙입니다
4200,성분도 좋고 성분도 좋고 향도 좋아요 제가 지금 임신 중이라서 냄새에 예민해서 걱정했거든요 그런데 산뜻하니 아주 좋네 요물 토너 정말 많이 쓰는데 대용량에 가격 너무 착하고 좋아요
4201,저는 향이 너무 좋더라고요 그리고 기분 탓인지 진짜 진정이 되는 느낌 더 써보면 알겠죠 폼클레닝도 감사해요
4202,개운 개운 개운하고 시원합니다  좋은 가격에 살 수 있어서 너무 좋았던 것 같아요 양도 많아서 꽤 쓸 것 같지만 다음번에 또 구입하러 올게요
4203,굿 오 좋습니다 이 가격에 대용량에 일뿌러스이니 너무 만족해요 화장솜에 많이 묻혀서 굿
4204,좋아 배송 빠르고 상품도  포장 잘 되어서  도착했어요 넉넉하게 쓰기 좋을 것  같아요 
4205,좋은 것 같아요 일단 양이 많아서 막 쓸 수 있어서 좋고 향도 좋아요 써보면 자극적인 느낌도 없고 촉촉한 거 같고 좋네요
4206,아직까지  아직 써보지는 않았지만 닦토의 기능 하나 보고 구매했습니다 피부가 민감해서 각질제거를 안 하는데 각질제거도 된다고 하니 기대하고 써볼게요
4207, 용량 좋아요 아직 써보기 전이라서   어떤지는 모르겠어요      사이즈는 좋은데   쓰고도 어떤지 모르겠어요
4208,좋아요 저렴하고 양 많고 좋은 토너가 필요했는데 좋네요이라 양도 많고 가격도 괜찮고 잘 쓰고 있어요
4209, 싼 맛에 주문했어요 스킨 했는데 그렇게 조은지 블랙헤드도  없어진다는데 맞는지 더 사용해볼게요
4210,으 즜 능  늘
4211,생각보다 괜찮아요 처음 써 본 제품인데 향도 나쁘지 않고 순한 듯하네요
4212,예민한 피부인데 정말 순하네요 짐승 용량이라서 팍팍 써도 돼서 좋아요
4213,적극 추천 완전 짐승 용량 거기에 원 플러스 원 건조한 날씨에 스킨 듬뿍듬뿍 수분 보충으로 촉촉한 피부 배송도 빠르고 샘플까지 완전히 만족이요 적극 추천합니다
4214,명절이었는데 배송이 엄청 빨랐어요 저렴하게 사서 더 만족스러워요
4215,갑자기 트러블이 생겨서 고민이었는데 향도 좋고 진정도 되는 거 같아요
4216, 아직 써보진 않았지만 용량도 크고 해서 오래 잘 사용할 것 같습니다 할인해서 샀으니 이득이네요
4217,닦도 용으로 사용하려고 구매한 건데 아무래도 아하 바흐 성분이 둘 다 있어서 그런지 생각보다 자극이 있어서 트러블 났어요 세안 후 닦토로 사용하고 나서 한 번 더 물세안해서 사용해야겠어요
4218,가격도 저렴하고 순한 토너 선크림도 같이 주셔서 정말 이득
4219,용량의 많아서 년은 거뜬 없이 쓸 것 같아요 빠른 배송 굳굳
4220,배송도 빠르고 저렴한 가격에 좋은 상품 사게 돼서 좋네요
4221,진정 진정 좋아요 워낙 민감해서 벌겋게 되는 게 일수인데 요거 양도 많고 스킨 팩하기 좋네요
4222,양도 넉넉하고 저렴한 가격으로 좋은 상품 사서 너무 좋아요
4223,언제나 구매하는  스킨입니다 제 피부는 복합성입니다 여름에 쓰기 제일 좋아요 겨울 가을은 좀 건조할 수도 있어요
4224,아직 써보진 않았지만 용량 큰 걸로 싸게 잘 산과 같아요 후기도 좋으니 믿고 잘 써보겠습니다
4225,음 가격 대비 용량이 짐승인데 스킨은 와 좋다 그런 건 아니고 그냥 딱 스킨이에요 스킨 많이 써서 막 쓰기 좋아요
