,0
3063,상품평 믿고 구매한 인이에요 역시 입소문 날 만한 제품이에요 클렌징 마지막 혹은 스킨케어로 최고예요
3064,알레르기가 심한 피부라서 스킨케어 색조 안 맞으면 다 뒤집어지는데 이 제품은 닦아내는 토너로 구매했는데 트러블이 안 나서 너무 좋아요
3065,일주일 넘게 쓰고 있습니다 피부에 좁쌀이 많이 올라오고 기름이 많은 편인데 산뜻하고 너무 좋아요 향기도 좋고 요강 추
3066,전에  받은 것을 벌서 다 사용해가서 다시 주문했어요 향도 좋고 트러블도 없어서 좋아요
3067,용량도 많고 가격도 저렴해서 항상 사용하는 제품입니다 벌써 통째 주문이네요
3068,피부에 자극은 없는데 굉장히 건조한 것 같아요 수분감은 정말 꽝인 제품이네요
3069,생각보다 토너 용량이 꽤 큽니다 한동안 아낌없이 팍팍 써도 되겠어요 향도 너무 좋아요 앞으로 닥터는 이 제품만 사용해야겠어요
3070,쑥냉새 심하지 않고 대용량이라 맘대로 쓸 수 있어서 좋아요 그리고 부드럽네요
3071,처음 구매해 보는데 용량만 아서 세안 후 닦는 용도로 구매했어 요배송 빠르고 제품도 만족합니다
3072,향이 상쾌하니 좋네요 따갑거나 그런 건 없어요 꾸준히 써볼게요
3073,가격 대비 너무 좋아요 나중에 재구매할래요 
3074,배송도 빠르고 피부 정돈이 잘 되는 것 같아요 바른 후에 산듯한 느낌도 있고 좋아요
3075,향도 좋고 양도 많네요 배송도 빨라요
3076,다들 좋다고 후기가 좋길래 구매했어요 기대되네요 용량이 엄청나네요 
3077,대용량이라 듬뿍듬뿍 쓸 수 있어서 좋아요 효과는 아직 모르겠어요
3078,이거 진짜 좋네요 왜 이제야 알았는 지향도 허브향이라서 좋고 양도 많아서 닥터로 딱입니당이 하랑 바흐 성분이 있어서 그런지 피부가 매끈매끈해지고 트러블도 없어서 좋아요 완전 추천 
3079,너무 마음에 들어요 추천합니다 가격 대비 상품이 너무 좋습니다
3080,쑥 성분이 들어가 있으니 피부에 좋겠죠 유통기한도 년이네요 길어서 좋아요 클렌징 폼도 감사해요
3081,상품평에 물처럼 산뜻하다 해서  여름용으로 산 건데   아직 사용 전이라  향은  나쁘지 않네요
3082,계속 쓰던 제품이에요 구성비 좋고 묽은 토너인데도 당김별로 없어요 굿굿
3083,가격도 저렴하고 양도 많은데 사용감도 좋네요 거기다 폼클렌징까지 훌륭한 구성입니다 감사합니다
3084,전 클렌징 워터 대용으로 사용했는데 꾸준히 사용하다 보니 피부 결이 좋아지고 트러블도 잘 안 나네요
3085,조금 따끔거리고 냄새도 기존에 쓰던 인진 쑥 스킨보다는 인공적입니다
3086,늘 쓰던 제품이라 구매합니다 일 년 넘게 쓰는데 트러블도 없고 좋아요
3087,용량이 커서 우선 좋고요 화장솜에 묻혀 스킨 팩하기 돟아요
3088,꼼꼼하게 포장되어 잘 도착했네요 제품도 만족스러워요
3089,쑥 향이 은은하고 적당한 너무 묽지 않은 제 영감이  사계절 써도 좋을 것 같습니다 대박 용량까지 만족스럽습니다
3090,써보고 재구매했어요 닦토로 쓰는데 용량 크고 순해요
3091,가격 착하고 짐승 용량 닦토로 너무 좋아요
3092,배송도 빠르고 포장도 안전하게 잘 받았습니다 향도 생각보다 괜찮고 촉촉하니 잘 사용하겠습니다
3093,병은 마누라 한 병은 제가 사용하겠습니다 마누라 반응은
3094,구성비 짱입니다 진짜 좋아요
3095,트러블이 심하고 피지 분비가 많아서 한번 사용해봤습니다 스킨 법으로 만 하고 자니 얼추 가라앉네요 코의 블랙헤드도 좀 없어지고요 감사합니다
3096,구성비 좋아요 닦토로 쓰려고  잇길래 냉큼 집었는데 생각보다 초크 초크 하네요 겨울용 닦토로 쓰면 좋을 듯
3097,닦도 용으로 딱 좋아요  양도 많아서 듬뿍듬뿍 바르고 있어요
3098,오오대박대박 양 짱 많고 좋네요 냄새 독특하지만 맘에 듭니다
3099,원래 쓰던 제품인데 리뉴얼 되면서 향도 좋아지고 더 좋아요
3100,그냥 물 같지만 바르면 쫀쫀하고요 향이 왠지 피부 트러블이 없어질 것만 같은 그렇다고 과하지 않은 은은한 향이고요 아직 며칠 써보진 않았는데 이건 쫀쫀한 느낌으로 저녁에 사용해요
3101,향도 너무 좋고 크기도 좋고 재구매율  
3102,매우 좋아요 배송도 적당했고요 며칠 사용해봤는데 피부 결 부드러워지고 트러블도 좀 빨리 진정되는 느낌이에요
3103,가격 대비 용량이 크아요 세안 후 닦아내는 용도로 적당한 듯 양도 좋고 끈적임도 없어요
3104,구성비가 너무 좋은 것 같아요 가볍게 닦아내기도 좋고 오랫동안 쓸 수 있을 것 같아서 좋습니다 배송도 빨리 왔어요
3105,써보진 않았지만 용량 큰 건 맘에 듦 친정엄마와 하나씩 쓰려고 해요 향도 좋음 좋겠어요
3106,아직 사용 중이에요 사은품으로 받은 폼도 용량이 크네요 산뜻하게 쓸려고 많이 샀어요
3107,가격 대비 완전히 만족하고 재구매 의사 있어요 회사가 에바스 너요 믿고  사용합니다
3108,사용해보고 이모께 추천해드려서 구매해드렸어요 괜찮다 하시네요 넉넉한 양에 닦아내는 용으로 딱이에요
3109,향도 좋고 자극적이지 않습니다 저렴하게 잘 샀습니다
3110,향은 약간의 인공향 같은 느낌임 그냥 가격 대비 많아서 일단 써보는 중
3111,구성비라는 말은 이 또 너에게 붙여줘야 될 듯 촉촉하고 닥터에 최강자
3112,좋아요 중학생  딸들이  좋다고   하네요  같이  잘  쓸게요
3113,양도 많고 한 달 사용해보니 괜찮네요 재구매할 생각이에요
3114,꼼꼼하게 포장돼서 배송 만족스러워요 상품은 아직 사용 전이라 한 달 사용 후 리뷰 남길게요
3115,피부가 자주 더 집어지는 편인인데 바꾼 후 정말 좋아요
3116,와 진짜에 클렌징 폼도 미니가 아녜요 구성비 훌륭
3117,그냥 물 토너입니다 저렴한 가격에 살 수 있어서 좋았습니다 오렌지 향이 좀 강하긴 한데 거부감 들 정도는 아니었습니다 잘 쓸게요
3118,만족하고 재구매합니다 양 많고 저렴해서 좋아요
3119,더 써봐야 알겠지만 첫 사용감은 촉촉하고 순하네요
3120,상품 품질이 좋습니다 마음에 들어요
3121,아직 써보지 않았는데 효과가 있기를  피부가 민감해서요 쑥은 처음 써보네요
3122,막 쓸 용도로 저렴한 토너 찾아서 구매했어요 약간 화한 느낌이 들지만  딱 구토용으로  사용해 보려고요  배송도 빠르고 포장도 에어 비닐에 잘 되어서 이상 없이 잘 받았어요 수고하세요
3123,음 아직 안 써봤는데 사은품이 폼클본품이라서 좋아요 통도 깨끗하고
3124,배송은 정말 빠르고요 포장도 잘해 왔고요 질도 좋아요
3125,또 구매해서 사용할 것 같네요 매우 촉촉하고 좋네요
3126,재구매입니다 클렌징까지 굿입니다 클렌징은 약산성이 아닌가요 궁금해지네요
3127,일단 용량도 크고 쑥 향도 나서 호감임 아직 사용을 오래 한 게 아니라 막 좋다고는 못하겠지만 무난한 것 같다
3128,향도 진하지 않고 우선 용량이 커서 너무 좋아요  잘 쓰며 들고 바르고 나면 촉촉해요 잘 쓰겠습니다
3129,항상 구매합니다 이 가격에 양 많고 품질 좋아 세안하고 닦아내는 용도로 맘 편히 사용하기 좋네요
3130,아직 사용 전이긴 한데 닦도 용으로 샀습니다 용량이 넉넉해서 여유 있게 쓰기 좋을 거 같아요
3131,오자마자 세안하고 닦았는데 괜찮아서 화장솜 해서 볼에 팩 중인데 괜찮은 것 같아요 가격 대비 최고예요 팍팍 끌려고요
3132,받고 한 번밖에 안 써봐서 자세히 적긴 어렵지만 우선 무난하고 트러블은 없을 거란 확신이 드는 제품이네요 가격과 용량 거기에 폼클렌징까지 챙겨주시니 감동입니다 꾸준히 써보고 한 달 후 후기 또 올릴게요
3133,저렴한 가격에 양이 많아서 부담 없이 막 쓰기에 좋습니다
3134,대용량에 사용감도 좋아요 꿀 피부 되길 기도해봅니다
3135,두 번째 구매입니다 닦도 하기에도 좋고 트러블도 가라앉아서 부담 없이 팍팍 씁니다
3136,계속 구매하고 있어요 모공도 많이 작아졌습니다
3137,잘 받았어요 구성비 용량까지 정말 팍팍 쓰기 너무 좋더라고요 향기도 너무 좋아요
3138,아이들 맘껏 쓰라고 샀어요  민감성 피부라 좀 도움 될까  생각하며 샀어요  조금 더 지켜봐야 할듯하네요
3139,대용량이라서 만족해요 한 달 넘게 쓴 건데 줄질 않아요
3140,괜찮아요 산듯한 느낌이  들어요 트러블이 살아지는 느낌
3141,빠른 배송 감사합니다 아직 사용 전이지만 진정 효과 기대해볼게요 새해 복 많이 받으세요
3142,촉촉해서 좋아요 대신 기존 각질 토너 알코올 많이 들어가고 싸한 거 즐기셨던 분들은 닦이는 느낌은 덜할 거 같네요 그래도 구성비가 짱
3143,용량 대박 향도 좋아요 숙향은 아니고요
3144,산뜻한 사용감 향이 진정되는 느낌 이어 좋아요 용량 대박 감사합니다
3145,이 제품 쓴지 오래됐어 요새 안후 솜에 듬뿍해서 닦아내는 용으로 쓰는데 너무 좋아요 남편은 피지가 많은데 이 제품 쓰면 잘 닦이고 촉촉하다고 같이 써요
3146,항상 쓰던 거라 양도 많고 좋아요 닦토로 사용 후 덜어서 흡수시키면 정말 촉촉해 요 트러블 전혀 없어요
3147,이건 뭐 거의 공짜로 받는 기분이에요 원풀 원에 사은품으로 폼클렌징 정품까지 주시다니요 완전 득템
3148,지성피부나 유분감 싫어하면 쓰기 좋은 타입 같아요 물처럼 묽은 제 형이고 수분감보다는 시원하게 닥터 느낌이 강해요
3149,쑥 토너 찾고 있었는데 성분이랑 가격 다 너무 좋네요 향도 자꾸 맡고 싶음 사용 후 느낌도 부들부들해지는 게 너무 좋아요 정착템
3150,저렴한 가격으로 구매해서 사용했는데 용량도 커서 좋은 거 같아요 화장솜에 묻혀서 팩으로 사용하는데 촉촉하니 넘넘 좋아요 쟁여 놓으려고 또 주문했네요
3151,민감 피부인데 세안 후 화장솜에 묻혀서 한 번 닦고 스킨으로 발라줬는데 피부다 뒤집어졌어요 제 피부엔 안 맞나 봅니다
3152,예민한 피부인데 피부가 화끈거리거나 빨개지지 않고 보들보들해집니다 정착템 찾았으니 제발 계속 생산해주세요 
3153,냄새는 별로 안 좋은데 트러블은 없어요 수분은 괜찮아요 막 쓰는 걸로는 좋아요 용량의 많아서요
3154,가격도 저렴하고 양도 많고 피부 자극이 없어 좋아요
3155,좋은 상품 저렴하게 잘 구입했어요 감사합니다
3156,가격도 저렴하고 딸이 순하다고 좋아하네요
3157,가격도 좋고 양도 많아서 좋아요
3158,저렴하게 샀어요 잘 쓸게요
3159,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요
3160,빠르게 잘 받았고요 이런 토너 종류를 계속 써와서 떨어진 김에 샀는데 클렌징 폼까지 주셔서 좋네요 향은 조금 강한 편이긴 한데 제 기준 괜찮습니다 잘 쓸게요
3161,배송도 느리지 않고 좋았고요 저번에 써보고 괜찮은 거 같아서 또 구매했어요 구성비 갑이고요 여러 번 사용하기에 괜찮은 거 같아요
3162,년 전에 우먼 스톡에서 저렴하길래 닦토로 쓰려고 주문했었어요 지금까지 쓰고 있네요  이제 다 써가서 새롭게 주문해요 트러블도 없고 대용량이라 정말 좋아요
3163,항상 쓰던 거라 역시 좋아요 깔끔한 느낌이 너무 좋아요 사은품으로 받은 폼클렌징도 너무 감사합니다
3164,푸짐한 양에 감동이에요 피비에 흡수력도 좋고 양도 강하지 않아 좋아요 장기간 사용해도 될듯해서 좋네요
3165,전에 구입해서 쓰던 게 다 써가서 재구매해요 대용량이라 넉넉하게 쓸 수 있고 트러블이 사라져서 너무 좋아요
3166,프레쥬 토너 재구매 하는 거라 좋아요 냄새도 은은하게 좋고 이거 쓰고 트러블 많이 줄었어요
3167,저번에 으레 샀었을 때 한참 트러블에 지성 피부인데 쓴 지 한 달쯤 지나 거울 보니 깨끗
3168,닦아내 기용으로 최고예요 처음에는 화끈한 느낌이던데 며칠 쓰니 괜찮아요
3169,저렴한 가격에 비해 용량도 크고 수분감도 좋네요 오래 잘 쓸 거 같아요
3170,용량의 많아서 막 쓰기 좋아요 향도 무난하고 끈적이지도 않습니다
3171,딸이 써보고 재구매 요청해서 트러블 없이 향도 강하지 않아 좋데요
3172,재구매 했어요 듬뿍 적셔서 쓰는데 이 스킨만 한 게 없는 거 같아요
3173,용량도 커서 여기저기에 활용하기가 딱 좋아요 특히 여름에 팩으로 사용하면 안성맞춤이에요
3174,향도 좋고 촉촉해 요양이 많아서 한참 쓸 것 같아요
3175,촉촉하게 잘 스며들고 계속 구매하고 싶어요
3176,양도 많고 구성비 좋아요
3177,재구매입니다 사은품 폼클렌징도 좋네요 빠른 배송 감사합니다
3178,저 큰 용량을 벌써 번째 주문하네요 좁쌀하고  붉은 뾰루지가 자주 일어나는데 이 제품 쓰고 나서 거의 없어요 주문할 때마다 사은품도 챙겨주시고 너무 감사해요
3179,양이 많아 민감한 내 얼굴엔 어떨까 고민했었는데 생각보다 촉촉하고 향도 맘에 들어요 감사합니다 번창하셔요
3180,양이 일단 많아서 좋아요 클렌징 후 메이크업 잔여물 남는 거 같은 느낌인데 이걸로 마지막으로 한 번 더 지운다는 느낌으로 사용해요
3181,처음 써보는 건데 트러블도 없고 괜찮네요이라 득템 잘 쓸게요
3182,묽기 적당하고 가격만큼의 상품인데 닦토로 팍팍 쓰기 좋아요
3183,이거 로션은 없나요 토너 사용감 너무 좋아요 쭉 재구매할 거에 용 마구마구 아끼지 않고 발라준답니다 촉촉하고 향도 너무 좋아요
3184,너무 만족합니다 싼 가격에 너무 잘 산 것 같아요 재 구매 의사 충분히 있습니다 대박 나세요 대박 나세요 대박 나세요 대박 나세요 진짜 대박 나세요 대박 나세요 대박 나세요 대박 나세요
3185,배송은 이틀 정도 걸렸어요 이 가격에 대용량 두 개나 너무 좋네요 어차피 토너는 닦아내는 요  클렌징 마지막으로 쓰는 거라 편하게 쓰기 좋아요
3186,재구매 했어요 이번에 더 저렴하게 구매했고요
3187,좋아요 아직 미사용인데 일단 향도 시원하고 깨끗한 느낌이에요 대용량에 저렴한 가격 너무 좋네요
3188,배송 빨랐고요 계절 바뀔 때마다 트러블이 나서 화장품 자주 바꾸는 편이에요 하루 듬뿍 써봤는데 아직 트러블이 올라오고 그러진 않네요 있던 트러블이 진정된 거 같기도 해요 잘 쓸게요
3189,좋아요 화장솜으로 해서 닦아내고 톡톡톡 하고 말리면 피부 결도 그렇고 각질제거해서 그런가 또 필링 된다 그래서 건조하지도 않아요
3190,양이 많아서 팍팍 쓰기 좋고 향이 쑥 냄새 안 나고 시원한 느낌 들어요
3191,처음 바꿀 때는 조금 트러블이 났는데 요즘에는 피부가 좋아 보여요 물론 다른 관리를 통한 것도 있지만 일단 용량이 대용량이어서 쓰는데 너무 좋아요
3192,솜으로 닦아내고 두드려줬어요 트러블 전혀 없고 수분감이 좋네요
3193,쑥 향이 좀 나고요 깔끔한 느낌이 좋고 양도 많아요
3194,한번 새본 적이 있어 재구매 그때도 가격 대비 괜찮아서  재구매했는데 용량 걱정 없이 스킨 팩하기 좋아요
3195,배송도 빠르고 아주 좋아요 이번 여름에 처음 해서 구매해서 써봤는데 너무 좋아요
3196,배송도 빠르고 닦토로쓸려고 저렴하고 양 많은 거 샀는데 생각보다 촉촉하고 좋은 거 같아요
3197,너무 잘 산 거 같아요 증정으로 주는 폼도 좋고 진짜 이익 봤어요
3198,닦아내는 용도로 사용하고 있는데 대체로 만족합니다 향도 은은해서 거부감 없고요 두통째 지나 세 통째 쓰고 있는데 트러블도 없었어요 제형도 적당하고 무엇보다 용량이 커서 쓰기 좋아요
3199,간단히 사용하기 좋고 싼값에 두 개여서 오래 두고 쓰겠네요 근데 내 피부에 맞지 않아서 트러블도 잘 생기고 얼굴이 땅겨요 건조한 피부는 별로일듯하네요
3200,은은한 향기의 오리지널 호브 자연 약쑥 진정 토너   대용량이라 아낌없이 잘 쓰고 있답니다
3201,화장솜에 적셔서 사용할 때 넉넉한 용량 덕에 부담 없어 좋아요 향도 마음에 듭니다
3202,요즘 쑥 에센스가 유행인데 가격 면에서 좋고 대용량이라 막 쓸 수 있어 좋아요
3203,구성비 최고임요 양도 넉넉하고 정품 사이즈 폼클렌징도 주어 너무 좋아요
3204,예전에 써보고 만족스러워 다시 구매했어요 제품도 좋고 양도 많고 배송도 빠르고 백 퍼 만족이에요
3205,처음엔 특유의 쑥 냄새가 좀 났지만 쓰다 보니 괜춘촉촉해서 닦토로 제격
3206,피부 트러블도 없고 사용감도 괜찮아요 다 쓰고 나면 재구매할게요
3207,닦토로 쓸만한 순한 대용량의 토너를 찾고 있었는데 미처 아하랑 바흐가 함유돼있단 걸 못 봤네요 저녁에 밖에 사용할 수 없어서 아쉽게 됐어요 하지만 데일리로 피지랑 각질관리하기는 좋을 것 같습니다
3208,양이 넉넉하고 저렴해서 막 쓰기에 부담 없고 좋아요
3209,양이 많아서 팩으로 써도 좋은 거 같아요 잘 쓸게요
3210,토너가 없어서 로션으로 했는데 이제는 피부 정돈부터 할 수 있어서 좋아요
3211,짐승 용량에 아주 저렴하게 잘 산듯해요 향은 쑥으로 만든 원료 가만하고 생각하면 그냥 그렇고요 그렇다고 막 이상하지도 않고 괜찮아요 저렴한 가격에 대용량 스킨 게랑 폼클렌징까지 한참 잘 쓸 것 같아요
3212,정말 만족합니다 각질 관리도 되면서 촉촉하게 수분 관리까지 당기지 않고 좋습니다
3213,진정이 되는지는 솔직히 잘 모르겠어요 닦토로 사용하고 있는데 그냥 특별한 느낌은 없는 거 같아요
3214,연휴라 배송이 늦었고 문의에 대한 대응이 늦어 다른 토너 사서 쓰고 있어서 아직 안 써봤네요
3215,가격 대비 상품 좋아요 향도 쑥 향이라는데 그건 잘 모르겠고 은은한 게 괜찮아요 덜어서 미스트로도 사용 중이에요
3216,항상 쓰던 제품입니다 각질제거 트러블 완화 피부 결 정돈 안되는 게 없어요 좋은 상품 판매해주셔서 감사합니다
3217,통 써요  갑자기 스트레스성 트러블이 올라와 년 정도 고생했는데 이걸로 바꾸고 나서 트러블이 많이 줄어들었어요 성분도 착하고 가격도 착하고 너무 좋네요 배송 캐빠름
3218,전에 사용해봤던 거라 닦아내기가 좋아서  세수하고 바로 쓰게 됩니다
3219,팩으로 사용해도 될 거 같아요 여름 피부에 추천해요 양도 많고 하나 더 주니까 듬뿍 쓰고 좋아요
3220,진정 효과 정말 있는 거 같아요 닦아내는 토너로 대용량 구매했는데 진정 보습효과 있어요 토너 사용은 펌프가 없어서 조금 불편하지만 괜찮아요
3221,두 번째 구매해서 써봤는데 아직까진 얼굴에 뭐 생기는 것도 없고 괜찮을듯해요 용량이 대용량이라 맘껏 써요
3222,재구매해서 쓰는 거예요 저렴한 가격에 참 좋죠
3223,성인용 트러블에 좋다 하여 쑥 토너 찾다가 이걸 써봤는데 스킨 할 때와 스킨 할 때와 은 완전히 다른 신세계 네오 수분 에센스 필요 없음
3224,아주 만족해요 양도 많고 너무 좋아요
3225,항상 사용하던 제품이에요 향도 너무 좋고 촉촉하고 트러블도 나지 않아요 민감한 피부라서 스킨부터 잘못 쓰면 얼굴 뒤집어지는데 이건 순해서 너무 좋아요
3226,좋습니다 촉촉하니 좋아서 재구매합니다
3227,배송도 빠르고 가격도 저렴하고 품질도 우수해서 완전 만족합니다 대박 나세요 대박 나세요 대박 나세요 대박 나세요 대박 나세요 대박 나세요 대박 나세요 대박 나세요 대박 나세요
3228,구성비가 제일 큰 메리트 심지어 폼 클렌저도 줍니다 그리고 각질제거되는 토너라 굿굿
3229,향은  진한데  순하고 좋아요  민감한 피부인 딸도 좋다고 하네 요담에 또 재구매하려고요
3230,토너 리터에 폼클렌징까지 해서 원에 겟 할 수 있어요 그런데 가격만 싼 게 아니라 제품력도 우수해서 저는 토너랑 폼클은 얘네만 씁니다
3231,배송 빨라요 저렴한 가격에 잘 샀어요 넉넉한 용량이라 세안 후 잘 쓸게요
3232,다른 거 쓰다가 다시 돌아왔어요 트러블 없이 순하고 양이 넉넉해 좋아요
3233,늘 믿고 쓰는 제품  지금 몇 번째 구매인지 모르겠네요 많이 파세요
3234,고등학생 딸이 향도 좋고 눈에 들어가도 자극이 없어서 좋데요
3235,묽지도 않고 촉촉해서 좋아요 계속 사용하고 있는 제품입니다
3236,배송도 빠르고 양도 많아 만족합니다 폼클렌징까지 대박이 내요
3237,원래 쓰던 토너로 대용량에 화장솜에 묻혀 사용하기 딱 좋아요
3238,닥터로 사용하는데 이것만 바르고도 건조함이 없네요 양도 많아서 아직도 반절밖에 못 썼네요
3239,향도 좋고 가격 대비 양 많아서 솜에 묻혀서 닦기 너무 좋네요
3240,이거 쓰다가 딴 거 못 쓰겠어요 너무 촉촉하니 좋아요
3241,구성비 좋아요 저번에도 쓰고 다 써서 또 주문해요
3242,양이 많아서 부담 없이 닦토로 사용하기 좋습니다
3243,용량이 엄청 많아요 싸고 좋네 요각질에 좋은 듯
3244,항상 쓰던 거라 가격 대비 너무 괜찮아요  용량도 많고  사은품 폰 클렌징도 너무 좋아요
3245,가격 대비 너무 좋네요 또 구매의사 있어요
3246,만족합니다 가격 대비 괜찮은 것 같아요
3247,향도 좋고 피부 수분감도 좋아요
3248,양도 많고 촉촉하고 만족해요
3249,후기 보고 인 데다가 대용량 가격 대비도 좋고 사용해보니 더 좋아요 세수하고 나서 뭔가 더 싼 뜻한 기분이랄까 끈적인 거 정말 싫어하는데 그런 거 없고 프레시한 느낌
3250,저렴한 가격에 잘 산 거 같아요 닦아내는 용으로 유용한 거 같습니다
3251,아직 써보진 않아서 써보고 괜찮다면 재구매 의사 있음
3252,아이 여름 때문에 사줬었는데  저까지 쓰고 있어요 구성비도 최고 고 여름도 괜찮아졌어요
3253,양이 정말 많고 물처럼 정말 묽은 제형이라 닦토로 좋을 거 같습니다 다만 생각보다 쑥 향보다는 약간의 인공적인 향이 나고 입구 구멍이 커서 양 조절이 어려운 점은 아쉽습니다
3254,도 구성비 갑인데 큰 폼클렌징까지  작은 샘플 주실 거라고 생각했는데 개이득이네요  감사합니다
3255,가격 대비 양이 일단 훌륭합니다 민감성인데 트러블은 없어요 아직 더 써봐야 알겠지만 괜찮은 듯
3256,평소에 엄청 묽은 제형의 토너 쓰다가 그것보단 살짝 끈적이는 느낌이 들었어요 닦아내는 토너용으로 쓰기엔 적당합니다
3257,매우 좋다 일단 양이 넉넉해서 토너로 세수를 해도 될 정도임 남자라서 막 퍼 바르는 중
3258,가격 대비 아주 좋아요 닥터로 사용 중입니다 순하고 좋은 것 같아요  사은품으로 클렌징 폼 본품도 주셨어요 짱짱
3259,역시 엄청난 크기에 놀랍니다 저한테 향이 오묘한 게 좋더라고요 클렌징 폼도 주시고 좋았습니다 다만 조금 배송이 느려서 기다렸습니다 그 외에는 좋습니다 번창하세요
3260,용량이 커서  한 번 더 만족했고요 보름 정도 사용해봐야 할 거 같아요  감사합니다
3261,저 이거 번째 쓰는데 좋아요 세수하고 두어 번 딱 아내기만 해도 촉촉하고 트러블도 잘 안 올라와요 강추
3262,가격 대비 폭풍 만족했어요키엘꺼 쓰다가 바꿨는데 향도 좋네요
3263,사용 전입니다 좋은 제품일 거라 믿고  샀어요 사은품 감사요
3264,토너는 마음에 들어요 스킨 하나 안 와서 다시 연락해서 받았는데 번거로움이 있어 세별 뺏어요
3265,쑥 향이 잔잔하니 전혀 부담 없고요 깨끗이 닦이네요 건조함 없습니다 용량도 엄청 크니 좋네요
3266,곧 호주 갈 건데 추가 구매 더 하려고 요 너무 좋아요 
3267,스킨하고 미스트로 사용하기 용량도 크고 너무 좋아요
3268,오우 저렴하게 구매해서 잘 쓰고 있습니다 굿
3269,향이 좀 거슬리긴 한데 수분감은 적당합니다
3270,가격부터 서비스가 장난 아니면 어떻게 이 가격에 클렌징도 주시네요
3271,최고 최고 앞으로 계속 구매할 거예요 양도 많고 순해서 넉넉하고 좋아요
3272,좋아하는 향은 아니지만 괜찮네요 양이 많아 부담 없이 쓰기 좋아요
3273,닦토 닦도 용으로 딱 이에 유 왜냐하면 용량이 짐승 용량이라서 펌프용기 형태로 되어있으면 더 좋으련만 써보고 좋으면 다시 또 사겠죠
3274,문제없이 그렇다고 엄청 큰 효과도 없이 무난하게 사용 중이에요
3275,배송도 빠르고  클렌징 폼도  주셔서  좋았어요 저는  건성인데 생각보다  촉촉한 것 같진 않아요
3276,닦토로 쓰려고 샀어요 양 조절이 어렵다는 리뷰 많은데 제가 팔이 세서 그런지 괜찮아요 향도 좋고 따로 각질제거 안 했는데도 이거 때문인지 피부가 부들부들한 거 같아요
3277,이런 토너를 찾고 있었어요 세안을 잘 했다 생각하는데도요 걸로 닦아냄 살짝 남은 잔여물도 개운하게 닦이는 느낌에요
3278,동생이 쓰길래 따라 사봤어요 넉넉한 용량에 마음껏 써도 될 거 같아요 쑥 성분은 믿고 쓰니깐 한번 써보고 좋으면 쭉 재구매할게요
3279,제형은 가벼워서 닦도 하기에 좋아요 제가 건성이어서 그런지 건조하긴 한데 바로 크림 바르몀 괜찮네요 
3280,트러블 없고 대용량에 향도 거부감 없어 개인적으로 괜찮아서 딸이랑 함께  꾸준히 쓰고 있어요
3281,저렴하게 구입 잘했어요 요즘 날씨에 쓰기 좋아요 부드럽고 사은품도 잘 사용하겠습니다
3282,이 가격에 토너 개 주시고  폼클렌징까지 제품도 너무 좋네요  피부 맑아지는 느낌 이용
3283,잘 받았어요 향도 좋고 맘에 들어요
3284,저번에 써봤는데 괜찮아서 세일하기에 또 구매했네요  폼클렌징도 줘서 좋아요
3285,열통 이상 쓴 거 같아요 넉넉하게 화장솜에 묻혀서 아침저녁으로 닦아내는 용으로 쓸 수 있어서 좋습니다
3286,중학생 딸과 같이 쓰려고 구입했어요 양도 많고 순해서 쓰기 좋아요
3287,잘 받았습니다 클렌징 폼은 아직 안 써봤는데 토너는 좋아요
3288,저렴하길래 사봤는데 냄새도 좋고 촉촉해서 좋아요
3289,포장 잘 된듯한데  뚜껑 이  조금 깨졌네요   사용감 좋아요
3290,아직은 잘 모르겠지만 리뷰 평을 믿고 잘 써보겠습니다
3291,시원하고 가격에 비해 용량도 엄청 커서 너무 좋았어요
3292,대박 대용량에 냄새 너무 좋아서 디퓨져로 쓰고 시 품
3293,계속 사용하고 있는 제품입니다 저렴하게 잘 샀어요
3294,양이 많아서 스킨팩으로 팍팍 써도 빨리 안 닳아요
3295,닥터로 쓰기에는 괜찮습니다 닦아내고 금방 건조해지지 않아서 전 만족하는 편입니다
3296,양도 많고 저렴해서 팍팍 쓰는 닦토로 괜찮아요
3297,폼 아직 사용 안 해봤지만 토너는 향이 좋네요 
3298,가격도 저렴해서 좋지만 발랐을 때 수분감이 적당해서 좋습니다 향도 맘에 들고요
3299,싸고 양 많고 효과도 좋은듯해요
3300,향도 좋고 저렴하게 잘 샀어요
3301,수분감이 좋아요 가격도 만족
3302,폼클렌징은 너무 부드러워요 이렇게 부드러운 건 첨이에요 토너는 그냥저냥
3303,재구매요 리뉴얼 된 건가 왜 전보다 좋은 것 같지 스킨팩으로 쓰기 이것보다 좋은 게 읍씀 막 써도 손 안 떨려서 좋음 여러 겹 발라도 촵촵 해주면 스밈 스밈 통 샀으니까 다음번에 한 달 후기 도전
3304,에 클렌징 폼까지 주시니 너무너무 좋네요 아직 써보진 않았지만 잘 쓸 거 같아요라서 오래 쓸 거 같아요
3305,딱 아내는 토너로 사용하려고 샀는데 의외로 너무 좋아요 건성인 언니도 피부 약하신 엄마도 좋다고 하십니다 그래서 재구매합니다
3306,토너 중에 향도 좋고 산뜻해서 자주 구매해요 이번엔 폼클렌징까지  주셔서 남는 게 있나요 감사합니다
